Date,Code,LongSellValue,ShortSellWithoutMarginValue,MarginSellNewValue,MarginSellCloseValue,LongBuyValue,MarginBuyNewValue,MarginBuyCloseValue,LongSellVolume,ShortSellWithoutMarginVolume,MarginSellNewVolume,MarginSellCloseVolume,LongBuyVolume,MarginBuyNewVolume,MarginBuyCloseVolume,Open,High,Low,Close,UpperLimit,LowerLimit,Volume,TurnoverValue,AdjustmentFactor,AdjustmentOpen,AdjustmentHigh,AdjustmentLow,AdjustmentClose,AdjustmentVolume,MorningOpen,MorningHigh,MorningLow,MorningClose,MorningUpperLimit,MorningLowerLimit,MorningVolume,MorningTurnoverValue,MorningAdjustmentOpen,MorningAdjustmentHigh,MorningAdjustmentLow,MorningAdjustmentClose,MorningAdjustmentVolume,AfternoonOpen,AfternoonHigh,AfternoonLow,AfternoonClose,AfternoonUpperLimit,AfternoonLowerLimit,AfternoonVolume,AfternoonTurnoverValue,AfternoonAdjustmentOpen,AfternoonAdjustmentHigh,AfternoonAdjustmentLow,AfternoonAdjustmentClose,AfternoonAdjustmentVolume,OpenCloseReturn,OpenCloseReturnRatio
2022-02-17,84110,5434242750.0,6263494200.0,541365650.0,1418513500.0,11460252750.0,1687862850.0,509500500.0,3369900.0,3884500.0,335300.0,879300.0,7106600.0,1046500.0,315900.0,1622.5,1627.5,1607.0,1610.5,0,0,8469000.0,13657616100.0,1.0,1622.5,1627.5,1607.0,1610.5,8469000.0,1622.5,1627.5,1608.5,1615.0,0,0,3772700.0,6092082400.0,1622.5,1627.5,1608.5,1615.0,3772700.0,1615.0,1617.0,1607.0,1610.5,0,0,4696300.0,7565533700.0,1615.0,1617.0,1607.0,1610.5,4696300.0,-12.0,-0.7395993836671803
2022-02-18,84110,7088941100.0,6935522200.0,643887150.0,1070707550.0,13528286200.0,1580589400.0,630182400.0,4457300.0,4362100.0,404600.0,673100.0,8506900.0,993800.0,396400.0,1596.5,1600.0,1580.5,1593.5,0,0,9897100.0,15739058000.0,1.0,1596.5,1600.0,1580.5,1593.5,9897100.0,1596.5,1600.0,1580.5,1589.0,0,0,5444200.0,8652447850.0,1596.5,1600.0,1580.5,1589.0,5444200.0,1592.0,1594.0,1587.0,1593.5,0,0,4452900.0,7086610150.0,1592.0,1594.0,1587.0,1593.5,4452900.0,-3.0,-0.18791105543376135
2022-02-21,84110,5503237400.0,3991799050.0,478625400.0,1095727750.0,9705968300.0,878019850.0,485401450.0,3453500.0,2505300.0,300600.0,686800.0,6090700.0,551100.0,304400.0,1589.5,1601.5,1586.0,1592.0,0,0,6946200.0,11069389600.0,1.0,1589.5,1601.5,1586.0,1592.0,6946200.0,1589.5,1601.5,1586.0,1598.0,0,0,3793700.0,6046939450.0,1589.5,1601.5,1586.0,1598.0,3793700.0,1599.0,1599.0,1589.5,1592.0,0,0,3152500.0,5022450150.0,1599.0,1599.0,1589.5,1592.0,3152500.0,2.5,0.15728216420257943
2022-02-22,84110,6578583150.0,5760743200.0,689084900.0,1011577150.0,11929484450.0,1435855400.0,674648550.0,4188500.0,3668500.0,439400.0,643600.0,7596100.0,914200.0,429700.0,1576.0,1578.0,1560.0,1572.0,0,0,8940000.0,14039988400.0,1.0,1576.0,1578.0,1560.0,1572.0,8940000.0,1576.0,1578.0,1567.0,1567.5,0,0,3856100.0,6061677050.0,1576.0,1578.0,1567.0,1567.5,3856100.0,1567.5,1573.5,1560.0,1572.0,0,0,5083900.0,7978311350.0,1567.5,1573.5,1560.0,1572.0,5083900.0,-4.0,-0.25380710659898476
2022-02-24,84110,11261378500.0,7054129950.0,787055050.0,731118100.0,18392595500.0,881210750.0,559875350.0,7188400.0,4505600.0,502000.0,465900.0,11744000.0,561100.0,356800.0,1581.0,1589.0,1556.0,1566.0,0,0,12661900.0,19833681600.0,1.0,1581.0,1589.0,1556.0,1566.0,12661900.0,1581.0,1589.0,1567.0,1568.5,0,0,3685000.0,5808436350.0,1581.0,1589.0,1567.0,1568.5,3685000.0,1562.0,1569.0,1556.0,1566.0,0,0,8976900.0,14025245250.0,1562.0,1569.0,1556.0,1566.0,8976900.0,-15.0,-0.9487666034155597
2022-02-25,84110,7929396750.0,7135093350.0,686665150.0,528378150.0,14279134300.0,1393946850.0,606452250.0,5141800.0,4626000.0,445100.0,342400.0,9258400.0,903700.0,393200.0,1546.5,1550.0,1536.0,1541.0,0,0,10555300.0,16279533400.0,1.0,1546.5,1550.0,1536.0,1541.0,10555300.0,1546.5,1550.0,1536.0,1543.0,0,0,5629800.0,8687326900.0,1546.5,1550.0,1536.0,1543.0,5629800.0,1541.5,1545.0,1538.0,1541.0,0,0,4925500.0,7592206500.0,1541.5,1545.0,1538.0,1541.0,4925500.0,-5.5,-0.35564177174264466
2022-02-28,84110,9042411850.0,9478462100.0,616870300.0,611129400.0,17792186200.0,1423002650.0,533684800.0,5919900.0,6202700.0,403300.0,399400.0,11645400.0,930800.0,349100.0,1532.0,1542.5,1516.5,1525.0,0,0,12925300.0,19748873650.0,1.0,1532.0,1542.5,1516.5,1525.0,12925300.0,1532.0,1542.5,1525.5,1525.5,0,0,5439800.0,8343260050.0,1532.0,1542.5,1525.5,1525.5,5439800.0,1525.0,1529.0,1516.5,1525.0,0,0,7485500.0,11405613600.0,1525.0,1529.0,1516.5,1525.0,7485500.0,-7.0,-0.45691906005221933
2022-03-01,84110,6795045500.0,6648739350.0,728085650.0,784760500.0,13222569250.0,1176010750.0,558051000.0,4450000.0,4355100.0,476500.0,513400.0,8659700.0,769800.0,365500.0,1526.0,1534.5,1522.0,1523.5,0,0,9795000.0,14956631000.0,1.0,1526.0,1534.5,1522.0,1523.5,9795000.0,1526.0,1534.5,1523.0,1527.0,0,0,4165000.0,6368070000.0,1526.0,1534.5,1523.0,1527.0,4165000.0,1527.0,1532.0,1522.0,1523.5,0,0,5630000.0,8588561000.0,1527.0,1532.0,1522.0,1523.5,5630000.0,-2.5,-0.163826998689384
2022-03-02,84110,9386205700.0,10585909000.0,700986600.0,864220650.0,18594441950.0,2288800100.0,654079900.0,6314100.0,7124400.0,469700.0,581800.0,12512300.0,1537700.0,440000.0,1500.0,1501.0,1477.5,1478.5,0,0,14490000.0,21537321950.0,1.0,1500.0,1501.0,1477.5,1478.5,14490000.0,1500.0,1501.0,1483.5,1488.5,0,0,6722300.0,10036820050.0,1500.0,1501.0,1483.5,1488.5,6722300.0,1487.5,1488.0,1477.5,1478.5,0,0,7767700.0,11500501900.0,1487.5,1488.0,1477.5,1478.5,7767700.0,-21.5,-1.4333333333333333
2022-03-03,84110,6450428500.0,7397935500.0,598655650.0,1548902950.0,14292993250.0,785226150.0,917703200.0,4237600.0,4861000.0,393300.0,1017700.0,9390100.0,516200.0,603300.0,1524.0,1529.5,1510.0,1522.5,0,0,10509600.0,15995922600.0,1.0,1524.0,1529.5,1510.0,1522.5,10509600.0,1524.0,1529.0,1510.0,1519.5,0,0,5028300.0,7647226800.0,1524.0,1529.0,1510.0,1519.5,5028300.0,1519.5,1529.5,1519.0,1522.5,0,0,5481300.0,8348695800.0,1519.5,1529.5,1519.0,1522.5,5481300.0,-1.5,-0.09842519685039369
2022-03-04,84110,5543974750.0,7397052500.0,637118250.0,554682100.0,12790527050.0,852807900.0,489492650.0,3668100.0,4897800.0,420300.0,366400.0,8465000.0,563900.0,323700.0,1517.5,1526.5,1502.5,1503.0,0,0,9352600.0,14132827600.0,1.0,1517.5,1526.5,1502.5,1503.0,9352600.0,1517.5,1526.5,1508.5,1517.5,0,0,4439500.0,6730503550.0,1517.5,1526.5,1508.5,1517.5,4439500.0,1514.0,1517.0,1502.5,1503.0,0,0,4913100.0,7402324050.0,1514.0,1517.0,1502.5,1503.0,4913100.0,-14.5,-0.9555189456342669
2022-03-07,84110,6824999200.0,7456527350.0,626667400.0,607439150.0,14190719350.0,799215950.0,525697800.0,4604600.0,5033200.0,422600.0,410000.0,9576900.0,538900.0,354600.0,1490.5,1495.5,1473.0,1483.0,0,0,10470400.0,15515633100.0,1.0,1490.5,1495.5,1473.0,1483.0,10470400.0,1490.5,1495.5,1477.0,1479.0,0,0,5073300.0,7524703150.0,1490.5,1495.5,1477.0,1479.0,5073300.0,1479.0,1488.5,1473.0,1483.0,0,0,5397100.0,7990929950.0,1479.0,1488.5,1473.0,1483.0,5397100.0,-7.5,-0.5031868500503187
2022-03-08,84110,8227361150.0,15568300600.0,613988050.0,636631550.0,23476678050.0,1046396800.0,523206500.0,5686000.0,10761700.0,422900.0,439300.0,16227600.0,721300.0,361000.0,1461.5,1469.0,1436.5,1440.0,0,0,17309900.0,25046281350.0,1.0,1461.5,1469.0,1436.5,1440.0,17309900.0,1461.5,1469.0,1444.0,1455.0,0,0,7112000.0,10326260000.0,1461.5,1469.0,1444.0,1455.0,7112000.0,1455.0,1461.5,1436.5,1440.0,0,0,10197900.0,14720021350.0,1455.0,1461.5,1436.5,1440.0,10197900.0,-21.5,-1.4710913445090659
2022-03-09,84110,5295237250.0,5323203400.0,789570250.0,662990900.0,10921440550.0,575749700.0,573811550.0,3628700.0,3646300.0,540500.0,454400.0,7482700.0,393900.0,393300.0,1445.0,1473.5,1445.0,1455.5,0,0,8269900.0,12071001800.0,1.0,1445.0,1473.5,1445.0,1455.5,8269900.0,1445.0,1473.5,1445.0,1473.0,0,0,3606000.0,5261761500.0,1445.0,1473.5,1445.0,1473.0,3606000.0,1468.5,1472.5,1453.5,1455.5,0,0,4663900.0,6809240300.0,1468.5,1472.5,1453.5,1455.5,4663900.0,10.5,0.726643598615917
2022-03-10,84110,5556661950.0,8488833700.0,609859400.0,1074481200.0,14773932700.0,531774450.0,424129100.0,3697600.0,5649300.0,406100.0,715800.0,9831400.0,354700.0,282700.0,1492.0,1509.0,1490.0,1503.0,0,0,10468800.0,15729836250.0,1.0,1492.0,1509.0,1490.0,1503.0,10468800.0,1492.0,1508.5,1490.0,1502.0,0,0,5083800.0,7633316550.0,1492.0,1508.5,1490.0,1502.0,5083800.0,1500.0,1509.0,1499.5,1503.0,0,0,5385000.0,8096519700.0,1500.0,1509.0,1499.5,1503.0,5385000.0,11.0,0.7372654155495978
2022-03-11,84110,5575356600.0,10611095300.0,391467100.0,622227250.0,16314212950.0,506314100.0,379619200.0,3707500.0,7113200.0,260500.0,413200.0,10903900.0,337400.0,253100.0,1481.0,1515.0,1481.0,1512.5,0,0,11494400.0,17200146250.0,1.0,1481.0,1515.0,1481.0,1512.5,11494400.0,1481.0,1511.5,1481.0,1508.0,0,0,7695500.0,11460344650.0,1481.0,1511.5,1481.0,1508.0,7695500.0,1503.5,1515.0,1503.0,1512.5,0,0,3798900.0,5739801600.0,1503.5,1515.0,1503.0,1512.5,3798900.0,31.5,2.12694125590817
2022-03-14,84110,4399502000.0,4795024650.0,497462200.0,1341047200.0,9900599600.0,863139050.0,269297400.0,2854300.0,3110300.0,323000.0,870700.0,6423600.0,559900.0,174800.0,1529.0,1552.0,1528.5,1539.5,0,0,7158300.0,11033036050.0,1.0,1529.0,1552.0,1528.5,1539.5,7158300.0,1529.0,1551.5,1528.5,1549.0,0,0,3690600.0,5679807500.0,1529.0,1551.5,1528.5,1549.0,3690600.0,1550.0,1552.0,1539.5,1539.5,0,0,3467700.0,5353228550.0,1550.0,1552.0,1539.5,1539.5,3467700.0,10.5,0.6867233485938522
2022-03-15,84110,6168864300.0,3932360350.0,428691700.0,1128722700.0,10490922250.0,833758750.0,333958050.0,3962100.0,2525600.0,275200.0,724500.0,6736900.0,535900.0,214600.0,1563.5,1564.0,1546.0,1556.5,0,0,7487400.0,11658639050.0,1.0,1563.5,1564.0,1546.0,1556.5,7487400.0,1563.5,1564.0,1546.0,1557.5,0,0,3248200.0,5052550450.0,1563.5,1564.0,1546.0,1557.5,3248200.0,1559.0,1562.5,1554.0,1556.5,0,0,4239200.0,6606088600.0,1559.0,1562.5,1554.0,1556.5,4239200.0,-7.0,-0.4477134633834346
2022-03-16,84110,7001944450.0,5752931800.0,876288500.0,847868000.0,13484068550.0,559829600.0,435134600.0,4464000.0,3666700.0,558800.0,540700.0,8595300.0,357500.0,277400.0,1558.5,1576.5,1554.5,1568.5,0,0,9230200.0,14479032750.0,1.0,1558.5,1576.5,1554.5,1568.5,9230200.0,1558.5,1572.5,1554.5,1564.5,0,0,3250200.0,5087790550.0,1558.5,1572.5,1554.5,1564.5,3250200.0,1564.0,1576.5,1564.0,1568.5,0,0,5980000.0,9391242200.0,1564.0,1576.5,1564.0,1568.5,5980000.0,10.0,0.6416426050689766
2022-03-17,84110,9619145900.0,6439130400.0,670322350.0,1254706850.0,16412945600.0,921554100.0,648805800.0,6021400.0,4029900.0,420000.0,785300.0,10273200.0,577500.0,405900.0,1587.5,1604.0,1587.5,1597.5,0,0,11256600.0,17983305500.0,1.0,1587.5,1604.0,1587.5,1597.5,11256600.0,1587.5,1604.0,1587.5,1593.5,0,0,5546300.0,8861349850.0,1587.5,1604.0,1587.5,1593.5,5546300.0,1592.0,1602.5,1587.5,1597.5,0,0,5710300.0,9121955650.0,1592.0,1602.5,1587.5,1597.5,5710300.0,10.0,0.6299212598425197
2022-03-18,84110,11878527000.0,11552744500.0,526530700.0,714750700.0,23373368950.0,851805200.0,447378750.0,7422400.0,7217200.0,329300.0,446600.0,14602400.0,533400.0,279700.0,1595.0,1605.0,1591.5,1602.5,0,0,15415500.0,24672552900.0,1.0,1595.0,1605.0,1591.5,1602.5,15415500.0,1595.0,1604.0,1593.5,1599.0,0,0,3957900.0,6325626350.0,1595.0,1604.0,1593.5,1599.0,3957900.0,1597.5,1605.0,1591.5,1602.5,0,0,11457600.0,18346926550.0,1597.5,1605.0,1591.5,1602.5,11457600.0,7.5,0.4702194357366771
2022-03-22,84110,10303458250.0,5336173250.0,621538250.0,1858105350.0,16604939300.0,1064533900.0,449801900.0,6335200.0,3279800.0,382500.0,1142900.0,10208800.0,655200.0,276400.0,1618.0,1633.5,1617.5,1628.5,0,0,11140400.0,18119275100.0,1.0,1618.0,1633.5,1617.5,1628.5,11140400.0,1618.0,1633.5,1617.5,1627.0,0,0,5773100.0,9378857450.0,1618.0,1633.5,1617.5,1627.0,5773100.0,1628.0,1630.5,1625.0,1628.5,0,0,5367300.0,8740417650.0,1628.0,1630.5,1625.0,1628.5,5367300.0,10.5,0.6489493201483313
2022-03-23,84110,11272393950.0,6743253200.0,633274650.0,2241327050.0,17762405850.0,2702901200.0,424941800.0,6814600.0,4078600.0,382200.0,1353500.0,10738400.0,1633600.0,256900.0,1660.0,1667.0,1643.5,1654.5,0,0,12628900.0,20890248850.0,1.0,1660.0,1667.0,1643.5,1654.5,12628900.0,1660.0,1667.0,1643.5,1651.5,0,0,6259900.0,10363023950.0,1660.0,1667.0,1643.5,1651.5,6259900.0,1650.0,1655.5,1648.0,1654.5,0,0,6369000.0,10527224900.0,1650.0,1655.5,1648.0,1654.5,6369000.0,-5.5,-0.3313253012048193
2022-03-24,84110,6723124150.0,5468018900.0,586457300.0,1426474700.0,11971653850.0,1684321500.0,548099700.0,4106200.0,3339100.0,359000.0,872300.0,7308600.0,1032200.0,335800.0,1632.0,1649.5,1622.0,1649.0,0,0,8676600.0,14204075050.0,1.0,1632.0,1649.5,1622.0,1649.0,8676600.0,1632.0,1636.0,1622.0,1631.0,0,0,4049300.0,6595250900.0,1632.0,1636.0,1622.0,1631.0,4049300.0,1633.0,1649.5,1632.0,1649.0,0,0,4627300.0,7608824150.0,1633.0,1649.5,1632.0,1649.0,4627300.0,17.0,1.0416666666666665
2022-03-25,84110,5870024250.0,5844972300.0,458502900.0,963268300.0,11374132700.0,1346605950.0,416029100.0,3564700.0,3549400.0,278100.0,584500.0,6907100.0,816700.0,252900.0,1657.0,1658.0,1640.0,1640.5,0,0,7976700.0,13136767750.0,1.0,1657.0,1658.0,1640.0,1640.5,7976700.0,1657.0,1658.0,1644.0,1648.0,0,0,4048900.0,6684461700.0,1657.0,1658.0,1644.0,1648.0,4048900.0,1646.0,1646.5,1640.0,1640.5,0,0,3927800.0,6452306050.0,1646.0,1646.5,1640.0,1640.5,3927800.0,-16.5,-0.9957754978877489
2022-03-28,84110,11231495950.0,6792036800.0,903369750.0,2168593550.0,19190559800.0,1372506000.0,532430250.0,6799900.0,4115700.0,547100.0,1312500.0,11620200.0,832500.0,322500.0,1652.5,1663.0,1632.0,1655.5,0,0,12775200.0,21095496050.0,1.0,1652.5,1663.0,1632.0,1655.5,12775200.0,1652.5,1657.5,1632.0,1645.5,0,0,5958500.0,9806068350.0,1652.5,1657.5,1632.0,1645.5,5958500.0,1650.0,1663.0,1649.5,1655.5,0,0,6816700.0,11289427700.0,1650.0,1663.0,1649.5,1655.5,6816700.0,3.0,0.1815431164901664
2022-03-29,84110,9113621350.0,7359137250.0,994532900.0,1411471500.0,16919958550.0,1581104450.0,377700000.0,5525800.0,4461600.0,601600.0,855500.0,10257000.0,958500.0,229000.0,1656.0,1656.0,1643.5,1650.5,0,0,11444500.0,18878763000.0,1.0,1656.0,1656.0,1643.5,1650.5,11444500.0,1656.0,1656.0,1644.0,1647.5,0,0,4784600.0,7900966050.0,1656.0,1656.0,1644.0,1647.5,4784600.0,1648.0,1650.5,1643.5,1650.5,0,0,6659900.0,10977796950.0,1648.0,1650.5,1643.5,1650.5,6659900.0,-5.5,-0.3321256038647343
2022-03-30,84110,10375862700.0,6177576100.0,758885900.0,979726950.0,15726300200.0,1706555450.0,859196000.0,6498300.0,3867400.0,474600.0,613200.0,9844900.0,1069800.0,538800.0,1591.0,1613.0,1588.5,1602.0,0,0,11453500.0,18292051650.0,1.0,1591.0,1613.0,1588.5,1602.0,11453500.0,1591.0,1613.0,1588.5,1596.5,0,0,5640100.0,9006481600.0,1591.0,1613.0,1588.5,1596.5,5640100.0,1594.0,1602.0,1589.0,1602.0,0,0,5813400.0,9285570050.0,1594.0,1602.0,1589.0,1602.0,5813400.0,11.0,0.6913890634820867
2022-03-31,84110,6544766100.0,5017753400.0,473957050.0,409075050.0,11081407900.0,882320400.0,481823300.0,4159400.0,3185700.0,300000.0,259200.0,7039900.0,559100.0,305300.0,1579.0,1593.5,1566.5,1567.0,0,0,7904300.0,12445551600.0,1.0,1579.0,1593.5,1566.5,1567.0,7904300.0,1579.0,1593.5,1573.5,1587.0,0,0,2505200.0,3963168800.0,1579.0,1593.5,1573.5,1587.0,2505200.0,1584.0,1585.0,1566.5,1567.0,0,0,5399100.0,8482382800.0,1584.0,1585.0,1566.5,1567.0,5399100.0,-12.0,-0.7599746675110829
2022-04-01,84110,4601673600.0,6117305050.0,396556300.0,716140150.0,10746389000.0,756483050.0,328803050.0,2933400.0,3896700.0,253000.0,456900.0,6846800.0,483400.0,209800.0,1553.5,1580.5,1550.5,1577.0,0,0,7540000.0,11831675100.0,1.0,1553.5,1580.5,1550.5,1577.0,7540000.0,1553.5,1575.5,1550.5,1574.5,0,0,3468800.0,5416120500.0,1553.5,1575.5,1550.5,1574.5,3468800.0,1574.5,1580.5,1571.0,1577.0,0,0,4071200.0,6415554600.0,1574.5,1580.5,1571.0,1577.0,4071200.0,23.5,1.5127132281943998
2022-04-04,84110,3589382700.0,3296602700.0,451470550.0,606988900.0,6979345600.0,562525200.0,402574050.0,2279100.0,2093700.0,286900.0,385600.0,4430900.0,358300.0,256100.0,1569.5,1581.5,1564.0,1580.5,0,0,5045300.0,7944444850.0,1.0,1569.5,1581.5,1564.0,1580.5,5045300.0,1569.5,1575.5,1564.0,1572.0,0,0,1977400.0,3103051100.0,1569.5,1575.5,1564.0,1572.0,1977400.0,1578.0,1581.5,1572.0,1580.5,0,0,3067900.0,4841393750.0,1578.0,1581.5,1572.0,1580.5,3067900.0,11.0,0.7008601465434852
2022-04-05,84110,6651125900.0,5358009350.0,382728600.0,513835450.0,10854297900.0,1634560300.0,416841100.0,4276700.0,3440900.0,245800.0,329800.0,6977700.0,1048100.0,267400.0,1581.0,1583.0,1548.0,1549.0,0,0,8293200.0,12905699300.0,1.0,1581.0,1583.0,1548.0,1549.0,8293200.0,1581.0,1583.0,1553.0,1555.0,0,0,3210000.0,5019967600.0,1581.0,1583.0,1553.0,1555.0,3210000.0,1555.0,1558.5,1548.0,1549.0,0,0,5083200.0,7885731700.0,1555.0,1558.5,1548.0,1549.0,5083200.0,-32.0,-2.0240354206198607
2022-04-06,84110,4825644850.0,5109400100.0,223173750.0,729510250.0,9950564800.0,763888100.0,173276050.0,3110500.0,3295000.0,143500.0,469300.0,6414900.0,491800.0,111600.0,1557.0,1561.5,1544.0,1545.0,0,0,7018300.0,10887728950.0,1.0,1557.0,1561.5,1544.0,1545.0,7018300.0,1557.0,1561.5,1552.0,1555.0,0,0,2688300.0,4185107950.0,1557.0,1561.5,1552.0,1555.0,2688300.0,1556.5,1557.5,1544.0,1545.0,0,0,4330000.0,6702621000.0,1556.5,1557.5,1544.0,1545.0,4330000.0,-12.0,-0.7707129094412332
2022-04-07,84110,6789189550.0,4326644100.0,388750550.0,664819300.0,10844926200.0,975716800.0,348760500.0,4438100.0,2829700.0,253500.0,435200.0,7090000.0,638000.0,228500.0,1537.0,1538.5,1519.5,1532.0,0,0,7956500.0,12169403500.0,1.0,1537.0,1538.5,1519.5,1532.0,7956500.0,1537.0,1538.5,1519.5,1523.5,0,0,3745400.0,5722385800.0,1537.0,1538.5,1519.5,1523.5,3745400.0,1525.0,1534.0,1525.0,1532.0,0,0,4211100.0,6447017700.0,1525.0,1534.0,1525.0,1532.0,4211100.0,-5.0,-0.32530904359141183
2022-04-08,84110,4743598400.0,4300124000.0,134036800.0,374927000.0,8859046750.0,541673850.0,151965600.0,3110400.0,2819500.0,87800.0,246100.0,5808900.0,355300.0,99600.0,1534.0,1537.0,1518.0,1527.0,0,0,6263800.0,9552686200.0,1.0,1534.0,1537.0,1518.0,1527.0,6263800.0,1534.0,1537.0,1519.0,1522.0,0,0,2683600.0,4094872250.0,1534.0,1537.0,1519.0,1522.0,2683600.0,1522.0,1527.0,1518.0,1527.0,0,0,3580200.0,5457813950.0,1522.0,1527.0,1518.0,1527.0,3580200.0,-7.0,-0.45632333767926986
2022-04-11,84110,5055074300.0,4129861450.0,280753200.0,894223550.0,9263032800.0,830957000.0,265922700.0,3274900.0,2673100.0,182400.0,579800.0,5999300.0,538600.0,172300.0,1523.0,1551.0,1522.5,1549.0,0,0,6710200.0,10359912500.0,1.0,1523.0,1551.0,1522.5,1549.0,6710200.0,1523.0,1548.0,1522.5,1545.0,0,0,2748700.0,4230171250.0,1523.0,1548.0,1522.5,1545.0,2748700.0,1546.5,1551.0,1542.0,1549.0,0,0,3961500.0,6129741250.0,1546.5,1551.0,1542.0,1549.0,3961500.0,26.0,1.7071569271175313
2022-04-12,84110,5108905750.0,4348268050.0,537110550.0,1236086250.0,10268779200.0,691964600.0,269626800.0,3265500.0,2779000.0,343500.0,790400.0,6563500.0,442500.0,172400.0,1560.0,1572.5,1555.0,1567.0,0,0,7178400.0,11230370600.0,1.0,1560.0,1572.5,1555.0,1567.0,7178400.0,1560.0,1572.5,1555.0,1568.0,0,0,3815400.0,5965497100.0,1560.0,1572.5,1555.0,1568.0,3815400.0,1564.5,1568.0,1560.0,1567.0,0,0,3363000.0,5264873500.0,1564.5,1568.0,1560.0,1567.0,3363000.0,7.0,0.4487179487179487
2022-04-13,84110,4399425550.0,5811105000.0,266994600.0,562692000.0,10019612850.0,711596850.0,309007450.0,2829700.0,3737700.0,171700.0,361800.0,6444000.0,458100.0,198800.0,1559.0,1565.0,1546.0,1560.5,0,0,7100900.0,11040217150.0,1.0,1559.0,1565.0,1546.0,1560.5,7100900.0,1559.0,1565.0,1546.0,1553.0,0,0,2991200.0,4646162700.0,1559.0,1565.0,1546.0,1553.0,2991200.0,1551.0,1561.0,1548.5,1560.5,0,0,4109700.0,6394054450.0,1551.0,1561.0,1548.5,1560.5,4109700.0,1.5,0.09621552277100706
2022-04-14,84110,3776634050.0,2871152850.0,333663050.0,395297850.0,6464852900.0,600020550.0,311874350.0,2425000.0,1844100.0,214300.0,253700.0,4151500.0,385300.0,200300.0,1552.5,1564.0,1551.0,1558.5,0,0,4737100.0,7376747800.0,1.0,1552.5,1564.0,1551.0,1558.5,4737100.0,1552.5,1564.0,1551.0,1556.5,0,0,2017700.0,3141582600.0,1552.5,1564.0,1551.0,1556.5,2017700.0,1555.0,1559.5,1554.5,1558.5,0,0,2719400.0,4235165200.0,1555.0,1559.5,1554.5,1558.5,2719400.0,6.0,0.3864734299516908
2022-04-15,84110,3639090050.0,3234767150.0,672845650.0,945235200.0,7570057950.0,533638250.0,388241850.0,2320300.0,2063700.0,429400.0,602700.0,4827900.0,340900.0,247300.0,1558.5,1574.0,1554.0,1574.0,0,0,5416100.0,8491938050.0,1.0,1558.5,1574.0,1554.0,1574.0,5416100.0,1558.5,1570.5,1554.0,1564.0,0,0,2186600.0,3420338000.0,1558.5,1570.5,1554.0,1564.0,2186600.0,1564.0,1574.0,1563.0,1574.0,0,0,3229500.0,5071600050.0,1564.0,1574.0,1563.0,1574.0,3229500.0,15.5,0.9945460378569138
2022-04-18,84110,3098535600.0,3914137700.0,344513600.0,681634650.0,7345082050.0,507306300.0,186433200.0,1970800.0,2490100.0,219000.0,434000.0,4671600.0,323500.0,118800.0,1565.5,1580.5,1559.5,1578.5,0,0,5113900.0,8038821550.0,1.0,1565.5,1580.5,1559.5,1578.5,5113900.0,1565.5,1569.5,1559.5,1564.0,0,0,1767100.0,2763767300.0,1565.5,1569.5,1559.5,1564.0,1767100.0,1564.5,1580.5,1564.5,1578.5,0,0,3346800.0,5275054250.0,1564.5,1580.5,1564.5,1578.5,3346800.0,13.0,0.830405621207282
2022-04-19,84110,3342557000.0,2903699250.0,268550550.0,794273750.0,6368714050.0,785931150.0,154435350.0,2113200.0,1836000.0,169500.0,501700.0,4025800.0,497000.0,97600.0,1590.0,1591.5,1575.5,1581.5,0,0,4620400.0,7309080550.0,1.0,1590.0,1591.5,1575.5,1581.5,4620400.0,1590.0,1591.5,1576.5,1578.5,0,0,1923800.0,3046903250.0,1590.0,1591.5,1576.5,1578.5,1923800.0,1579.0,1584.0,1575.5,1581.5,0,0,2696600.0,4262177300.0,1579.0,1584.0,1575.5,1581.5,2696600.0,-8.5,-0.5345911949685535
2022-04-20,84110,9588973250.0,4953176450.0,779943400.0,1310937450.0,15677974150.0,579033650.0,376022750.0,5988200.0,3093100.0,488000.0,820600.0,9791800.0,362700.0,235400.0,1586.5,1609.0,1583.0,1609.0,0,0,10389900.0,16633030550.0,1.0,1586.5,1609.0,1583.0,1609.0,10389900.0,1586.5,1603.0,1583.0,1596.0,0,0,4389000.0,7000249400.0,1586.5,1603.0,1583.0,1596.0,4389000.0,1595.0,1609.0,1595.0,1609.0,0,0,6000900.0,9632781150.0,1595.0,1609.0,1595.0,1609.0,6000900.0,22.5,1.4182161991805862
2022-04-21,84110,5596287650.0,3043989000.0,441518600.0,813542150.0,8613579000.0,822432000.0,459326400.0,3491500.0,1900400.0,275500.0,507300.0,5374700.0,513100.0,286900.0,1603.5,1616.5,1595.0,1600.0,0,0,6174700.0,9895337400.0,1.0,1603.5,1616.5,1595.0,1600.0,6174700.0,1603.5,1616.5,1598.5,1605.0,0,0,2780300.0,4464703700.0,1603.5,1616.5,1598.5,1605.0,2780300.0,1602.5,1603.5,1595.0,1600.0,0,0,3394400.0,5430633700.0,1602.5,1603.5,1595.0,1600.0,3394400.0,-3.5,-0.2182725288431556
